time_ps,msd_total_A2,msd_total_std_A2,msd_x_A2,msd_y_A2,msd_z_A2
1.471000000000000000e+03,5.681216805393474715e+03,4.159034569319465845e+03,1.520597621392204019e+03,2.682355381730772933e+03,1.478263802270498218e+03
1.472000000000000000e+03,5.685650671715899989e+03,4.162440291809662995e+03,1.521574968459019601e+03,2.684327419958868632e+03,1.479748283298011529e+03
1.473000000000000000e+03,5.690046645208834889e+03,4.165784827055201276e+03,1.522547179420266502e+03,2.686272019044317858e+03,1.481227446744250756e+03
1.474000000000000000e+03,5.694428480608346945e+03,4.169053737135380288e+03,1.523517624555701786e+03,2.688205761948981490e+03,1.482705094103663896e+03
1.475000000000000000e+03,5.698744861740449778e+03,4.172239619664451311e+03,1.524470159206886365e+03,2.690104817016518609e+03,1.484169885517044804e+03
1.476000000000000000e+03,5.703006947425177714e+03,4.175371955973347212e+03,1.525412562919494803e+03,2.691984612988978824e+03,1.485609771516704086e+03
1.477000000000000000e+03,5.707227200153499325e+03,4.178437952094885077e+03,1.526341771752745217e+03,2.693869613527445381e+03,1.487015814873308273e+03
1.478000000000000000e+03,5.711388394021084423e+03,4.181468627997301155e+03,1.527259314523442754e+03,2.695740908806973948e+03,1.488388170690668403e+03
1.479000000000000000e+03,5.715465776336472118e+03,4.184450506850042075e+03,1.528190872747717776e+03,2.697562705781571822e+03,1.489712197807184793e+03
1.480000000000000000e+03,5.719517859635385321e+03,4.187434365832491494e+03,1.529134809530729399e+03,2.699358164606575883e+03,1.491024885498080494e+03
1.481000000000000000e+03,5.723622849439383572e+03,4.190436947930832503e+03,1.530087261154779753e+03,2.701157091494582801e+03,1.492378496790020790e+03
1.482000000000000000e+03,5.727764052209588044e+03,4.193458318727700316e+03,1.531034709352257778e+03,2.702970930746566864e+03,1.493758412110764311e+03
1.483000000000000000e+03,5.731965254122646911e+03,4.196526081776812134e+03,1.531985825052450082e+03,2.704815547667471947e+03,1.495163881402725110e+03
1.484000000000000000e+03,5.736121150237810070e+03,4.199545988635788490e+03,1.532909298153079817e+03,2.706668656051546805e+03,1.496543196033183222e+03
1.485000000000000000e+03,5.740176592940712908e+03,4.202510609362806463e+03,1.533806079189019329e+03,2.708501957362560915e+03,1.497868556389131300e+03
1.486000000000000000e+03,5.744196962548554438e+03,4.205443162937388479e+03,1.534697799627813538e+03,2.710314260747531989e+03,1.499184902173209593e+03
1.487000000000000000e+03,5.748285291354506626e+03,4.208399122319269736e+03,1.535598170506655606e+03,2.712157255479954074e+03,1.500529865367896946e+03
1.488000000000000000e+03,5.752425364560991511e+03,4.211419974393049415e+03,1.536517823904522174e+03,2.714013479571792232e+03,1.501894061084678015e+03
1.489000000000000000e+03,5.756562821292747685e+03,4.214431884195619205e+03,1.537450357314093935e+03,2.715851453394498549e+03,1.503261010584154974e+03
1.490000000000000000e+03,5.760716479198895286e+03,4.217410546173114199e+03,1.538378886156347789e+03,2.717694932707562657e+03,1.504642660334983930e+03
1.491000000000000000e+03,5.764852489370939111e+03,4.220389258904991948e+03,1.539290618696563342e+03,2.719527362950936549e+03,1.506034507723438537e+03
1.492000000000000000e+03,5.769013667208031620e+03,4.223381602793654565e+03,1.540204359614023133e+03,2.721407101164330470e+03,1.507402206429678245e+03
1.493000000000000000e+03,5.773186122330685976e+03,4.226422209799948178e+03,1.541125896932800515e+03,2.723336837026417015e+03,1.508723388371468673e+03
1.494000000000000000e+03,5.777329095167498963e+03,4.229429284230026497e+03,1.542036119528254403e+03,2.725290393689461325e+03,1.510002581949783689e+03
1.495000000000000000e+03,5.781457310775627775e+03,4.232414574599527441e+03,1.542942182541252350e+03,2.727254743355369101e+03,1.511260384879004960e+03
1.496000000000000000e+03,5.785634417385017514e+03,4.235453396231854640e+03,1.543855169478473044e+03,2.729238708839309766e+03,1.512540539067235613e+03
1.497000000000000000e+03,5.789879905370688903e+03,4.238559280320063408e+03,1.544782544358306495e+03,2.731239187713663796e+03,1.513858173298720430e+03
1.498000000000000000e+03,5.794116431186092996e+03,4.241680546718523146e+03,1.545708121969076501e+03,2.733221697313778350e+03,1.515186611903238827e+03
1.499000000000000000e+03,5.798351118655531536e+03,4.244774637136503770e+03,1.546613720573560840e+03,2.735206516319331968e+03,1.516530881762639865e+03
1.500000000000000000e+03,5.802530305974963085e+03,4.247815973618369753e+03,1.547489121302675358e+03,2.737190842862029058e+03,1.517850341810260034e+03
1.501000000000000000e+03,5.806693102945260762e+03,4.250852100065098057e+03,1.548347975001668601e+03,2.739164214573871959e+03,1.519180913369721111e+03
1.502000000000000000e+03,5.810864840941851071e+03,4.253833986713047125e+03,1.549196739675905974e+03,2.741129188507936760e+03,1.520538912758008792e+03
1.503000000000000000e+03,5.815086197030522271e+03,4.256841264390539436e+03,1.550044008059443968e+03,2.743128746991646949e+03,1.521913441979431354e+03
1.504000000000000000e+03,5.819269159220903930e+03,4.259841834032730731e+03,1.550885887174786376e+03,2.745108065803623958e+03,1.523275206242492686e+03
1.505000000000000000e+03,5.823368805588235773e+03,4.262813124040108960e+03,1.551709987519929200e+03,2.747035367347822103e+03,1.524623450720484016e+03
1.506000000000000000e+03,5.827459645771606120e+03,4.265804841079097059e+03,1.552537701438493514e+03,2.748926638302781157e+03,1.525995306030332586e+03
1.507000000000000000e+03,5.831560194833907190e+03,4.268793345797244001e+03,1.553365076956924668e+03,2.750824223603249266e+03,1.527370894273732119e+03
1.508000000000000000e+03,5.835626567494428855e+03,4.271736200941668358e+03,1.554177739723296327e+03,2.752740825611039782e+03,1.528708002160092974e+03
1.509000000000000000e+03,5.839714832928709257e+03,4.274714782606160043e+03,1.555000762322840046e+03,2.754678811140841390e+03,1.530035259465028048e+03
1.510000000000000000e+03,5.843774969265650725e+03,4.277737675286920421e+03,1.555818092592639914e+03,2.756630801723170407e+03,1.531326074949839949e+03
1.511000000000000000e+03,5.847813932812759049e+03,4.280777536518769921e+03,1.556625398681719162e+03,2.758583714703690930e+03,1.532604819427348730e+03
1.512000000000000000e+03,5.851846366286799821e+03,4.283827192821378958e+03,1.557424534940586909e+03,2.760541975040300258e+03,1.533879856305912426e+03
1.513000000000000000e+03,5.855954935928088162e+03,4.286928329230612690e+03,1.558241717194628109e+03,2.762535527539262148e+03,1.535177691194197905e+03
1.514000000000000000e+03,5.860104772095663975e+03,4.290040926057572506e+03,1.559070130620752025e+03,2.764527193236014682e+03,1.536507448238897268e+03
1.515000000000000000e+03,5.864206410020487965e+03,4.293093473616647316e+03,1.559894201574456474e+03,2.766454092395207226e+03,1.537858116050824265e+03
1.516000000000000000e+03,5.868229854942275779e+03,4.296054440578900540e+03,1.560708461937450693e+03,2.768304823007708364e+03,1.539216569997117176e+03
1.517000000000000000e+03,5.872205210124850055e+03,4.298967735975465075e+03,1.561523798492413789e+03,2.770114220562486480e+03,1.540567191069949331e+03
1.518000000000000000e+03,5.876184019593611083e+03,4.301908736218812010e+03,1.562358201087129373e+03,2.771909285440578969e+03,1.541916533065902058e+03
1.519000000000000000e+03,5.880168417789027444e+03,4.304865574449569067e+03,1.563214786250697443e+03,2.773672769768526905e+03,1.543280861769801731e+03
1.520000000000000000e+03,5.884158991042118942e+03,4.307807933436447456e+03,1.564084605746793613e+03,2.775410512487386313e+03,1.544663872807939697e+03
1.521000000000000000e+03,5.888185682959689075e+03,4.310760382288043729e+03,1.564955539398160454e+03,2.777154136902270238e+03,1.546076006659258383e+03
1.522000000000000000e+03,5.892203999363662660e+03,4.313693125617549413e+03,1.565805698969725881e+03,2.778922751224627973e+03,1.547475549169309261e+03
1.523000000000000000e+03,5.896206021054659686e+03,4.316582379161027347e+03,1.566672161207620547e+03,2.780679144098759480e+03,1.548854715748278522e+03
1.524000000000000000e+03,5.900152172401375537e+03,4.319472416346079626e+03,1.567533716775123139e+03,2.782432196323016342e+03,1.550186259303236511e+03
1.525000000000000000e+03,5.904046561425047912e+03,4.322359709323513925e+03,1.568355632737071801e+03,2.784159841894540932e+03,1.551531086793436089e+03
1.526000000000000000e+03,5.907947208936163406e+03,4.325245541876307470e+03,1.569165605411877095e+03,2.785855433230334256e+03,1.552926170293953874e+03
1.527000000000000000e+03,5.911869022001410485e+03,4.328151286212835657e+03,1.569993616774226666e+03,2.787535748651231643e+03,1.554339656575952631e+03
1.528000000000000000e+03,5.915825264299571245e+03,4.331005016490625167e+03,1.570855096812562806e+03,2.789190335202104961e+03,1.555779832284903705e+03
1.529000000000000000e+03,5.919810773017216889e+03,4.333842387389728174e+03,1.571718803382623719e+03,2.790857174794679850e+03,1.557234794839913775e+03
1.530000000000000000e+03,5.923766211044990996e+03,4.336637867002642452e+03,1.572580796665048183e+03,2.792494204222517965e+03,1.558691210157422120e+03
1.531000000000000000e+03,5.927665480150591975e+03,4.339433317367086602e+03,1.573420910195074612e+03,2.794107656727658195e+03,1.560136913227858940e+03
1.532000000000000000e+03,5.931564865032300986e+03,4.342200589639061036e+03,1.574250457339817785e+03,2.795730999548507043e+03,1.561583408143975930e+03
1.533000000000000000e+03,5.935488253572065332e+03,4.345024214524350100e+03,1.575101213848231737e+03,2.797350885702765481e+03,1.563036154021068796e+03
1.534000000000000000e+03,5.939450853519199882e+03,4.347860899346751467e+03,1.575977149320189028e+03,2.798993868762360762e+03,1.564479835436649637e+03
1.535000000000000000e+03,5.943395145537967437e+03,4.350726528744327879e+03,1.576852719942485692e+03,2.800658115010089205e+03,1.565884310585392996e+03
1.536000000000000000e+03,5.947311929923814205e+03,4.353613771337279104e+03,1.577732244120702717e+03,2.802327578303857536e+03,1.567252107499254180e+03
1.537000000000000000e+03,5.951215059297731386e+03,4.356490881940497275e+03,1.578589849089138397e+03,2.804013000714902773e+03,1.568612209493689761e+03
1.538000000000000000e+03,5.955156495549756983e+03,4.359427968679888181e+03,1.579461425346562464e+03,2.805698689240741714e+03,1.569996380962452804e+03
1.539000000000000000e+03,5.959095672726582052e+03,4.362386795476530096e+03,1.580313095135371896e+03,2.807394096318889751e+03,1.571388481272319723e+03
1.540000000000000000e+03,5.963051135231916305e+03,4.365337554151297809e+03,1.581143026874187399e+03,2.809092594051636752e+03,1.572815514306093291e+03
1.541000000000000000e+03,5.967015058525048516e+03,4.368255186540453906e+03,1.581985137717785165e+03,2.810772211681686258e+03,1.574257709125576639e+03
1.542000000000000000e+03,5.970881685966040095e+03,4.371104852385231425e+03,1.582790070439250030e+03,2.812416674049746689e+03,1.575674941477042466e+03
1.543000000000000000e+03,5.974623338966994197e+03,4.373852449953916221e+03,1.583568446374190216e+03,2.814009584025251570e+03,1.577045308567552638e+03
1.544000000000000000e+03,5.978341367537545921e+03,4.376564202995412415e+03,1.584343759797660823e+03,2.815610097337835214e+03,1.578387510402050339e+03
1.545000000000000000e+03,5.982083184389492089e+03,4.379328637962882567e+03,1.585106966101120406e+03,2.817243872492942501e+03,1.579732345795427364e+03
1.546000000000000000e+03,5.985852034402234494e+03,4.382171711106659131e+03,1.585860792927389866e+03,2.818902464505388252e+03,1.581088776969454557e+03
1.547000000000000000e+03,5.989643114892967787e+03,4.385032615557393910e+03,1.586606050350769920e+03,2.820574610753536945e+03,1.582462453788660923e+03
1.548000000000000000e+03,5.993424324629594594e+03,4.387911642746126745e+03,1.587331243283532331e+03,2.822251719394305837e+03,1.583841361951757108e+03
1.549000000000000000e+03,5.997217108263675982e+03,4.390801192069149693e+03,1.588056735557368256e+03,2.823939452423902367e+03,1.585220920282404450e+03
1.550000000000000000e+03,6.001021856477933397e+03,4.393696741380784260e+03,1.588761770009435622e+03,2.825622878382089311e+03,1.586637208086408918e+03
1.551000000000000000e+03,6.004846078751224923e+03,4.396542090126544281e+03,1.589455252264908495e+03,2.827293009400437313e+03,1.588097817085878432e+03
1.552000000000000000e+03,6.008643251404851981e+03,4.399366082938482577e+03,1.590125026027476679e+03,2.828942948782947497e+03,1.589575276594428487e+03
1.553000000000000000e+03,6.012437508051489203e+03,4.402188498947602056e+03,1.590806952339577720e+03,2.830582945641442166e+03,1.591047610070469318e+03
1.554000000000000000e+03,6.016282093049552714e+03,4.405030205249943720e+03,1.591496371155453744e+03,2.832250138770586091e+03,1.592535583123512424e+03
1.555000000000000000e+03,6.020126690766259344e+03,4.407847465214756994e+03,1.592176982253606639e+03,2.833928127186441998e+03,1.594021581326209798e+03
1.556000000000000000e+03,6.023957155143961245e+03,4.410676388883567597e+03,1.592832037458511195e+03,2.835610076178716554e+03,1.595515041506733951e+03
1.557000000000000000e+03,6.027798498042161555e+03,4.413497923278744565e+03,1.593498346806866266e+03,2.837292251973911789e+03,1.597007899261383727e+03
1.558000000000000000e+03,6.031647443900346843e+03,4.416306960715419336e+03,1.594175239067237271e+03,2.838960932840872374e+03,1.598511271992238107e+03
1.559000000000000000e+03,6.035489084358183391e+03,4.419157215600145719e+03,1.594876761282618872e+03,2.840608604688205560e+03,1.600003718387359640e+03
1.560000000000000000e+03,6.039325812103963472e+03,4.421995815468590081e+03,1.595563200401003542e+03,2.842267787332063563e+03,1.601494824370896140e+03
1.561000000000000000e+03,6.043175909085382045e+03,4.424893971554213749e+03,1.596256208253211980e+03,2.843933456423055304e+03,1.602986244409114988e+03
1.562000000000000000e+03,6.047010711866619204e+03,4.427802476668223790e+03,1.596964022635191441e+03,2.845586551071258327e+03,1.604460138160168299e+03
1.563000000000000000e+03,6.050829785976376115e+03,4.430684825311902387e+03,1.597695385452809660e+03,2.847227983317958206e+03,1.605906417205610069e+03
1.564000000000000000e+03,6.054655356313155607e+03,4.433573006618536965e+03,1.598436005807205447e+03,2.848890528388919847e+03,1.607328822117030086e+03
1.565000000000000000e+03,6.058453985353915414e+03,4.436459181390390768e+03,1.599173939880223315e+03,2.850547804313705910e+03,1.608732241159985279e+03
1.566000000000000000e+03,6.062213800567842554e+03,4.439307091695659437e+03,1.599911785561003398e+03,2.852163740279000194e+03,1.610138274727838962e+03
1.567000000000000000e+03,6.065960499560208518e+03,4.442123081963772165e+03,1.600641339843968808e+03,2.853781152805051534e+03,1.611538006911187949e+03
1.568000000000000000e+03,6.069702388351552145e+03,4.444965838281928882e+03,1.601366591691848498e+03,2.855383393745103149e+03,1.612952402914600498e+03
1.569000000000000000e+03,6.073489464027258691e+03,4.447862411063882973e+03,1.602107683322317371e+03,2.856992991759534107e+03,1.614388788945406986e+03
1.570000000000000000e+03,6.077314320011579184e+03,4.450778677349477221e+03,1.602888588596675845e+03,2.858587264933102233e+03,1.615838466481799969e+03
1.571000000000000000e+03,6.081129415325227455e+03,4.453715356438188792e+03,1.603674138116332415e+03,2.860173789612726068e+03,1.617281487596168063e+03
1.572000000000000000e+03,6.084878473503694295e+03,4.456608769006365037e+03,1.604416983555528986e+03,2.861750940093234021e+03,1.618710549854930605e+03
1.573000000000000000e+03,6.088633341876189661e+03,4.459476817552537796e+03,1.605152248480173057e+03,2.863342729903252803e+03,1.620138363492764711e+03
1.574000000000000000e+03,6.092454377174393812e+03,4.462376056786895788e+03,1.605881245242408340e+03,2.864949090280985729e+03,1.621624041650998834e+03
1.575000000000000000e+03,6.096271920237681115e+03,4.465302619873220465e+03,1.606608341836447153e+03,2.866555380456834882e+03,1.623108197944398853e+03
1.576000000000000000e+03,6.100102396010156554e+03,4.468229099387702263e+03,1.607379527185343022e+03,2.868128131318398118e+03,1.624594737506416095e+03
1.577000000000000000e+03,6.103982172444686512e+03,4.471140130473185309e+03,1.608155284892238569e+03,2.869710778215684968e+03,1.626116109336762065e+03
1.578000000000000000e+03,6.107858306548248038e+03,4.474027019802303585e+03,1.608916135317977023e+03,2.871282153421705971e+03,1.627660017808563452e+03
1.579000000000000000e+03,6.111686729594777717e+03,4.476893092567540407e+03,1.609680584684643236e+03,2.872817185418168719e+03,1.629188959491966443e+03
1.580000000000000000e+03,6.115481807909532108e+03,4.479732896285173410e+03,1.610458500349988981e+03,2.874332640179633017e+03,1.630690667379910337e+03
1.581000000000000000e+03,6.119237592474514713e+03,4.482577310333836976e+03,1.611233911946715125e+03,2.875838304295228227e+03,1.632165376232571816e+03
1.582000000000000000e+03,6.122950680960250793e+03,4.485384804396411710e+03,1.611999508453975977e+03,2.877326574796500608e+03,1.633624597709774207e+03
1.583000000000000000e+03,6.126647254124274696e+03,4.488157113088417645e+03,1.612763130432367234e+03,2.878818230644218602e+03,1.635065893047687496e+03
1.584000000000000000e+03,6.130302840747902337e+03,4.490912448545064763e+03,1.613513199551743810e+03,2.880313980361825543e+03,1.636475660834333439e+03
1.585000000000000000e+03,6.133967930797023655e+03,4.493715886324967869e+03,1.614257547371709052e+03,2.881852044034922073e+03,1.637858339390393212e+03
1.586000000000000000e+03,6.137727951218732414e+03,4.496568959254635956e+03,1.615025538435078033e+03,2.883444982251578949e+03,1.639257430532074522e+03
1.587000000000000000e+03,6.141601028426207449e+03,4.499472236329203042e+03,1.615806902237112809e+03,2.885086375457669874e+03,1.640707750731424767e+03
1.588000000000000000e+03,6.145487525644926791e+03,4.502402340389782694e+03,1.616592318524707480e+03,2.886735895535230156e+03,1.642159311584990064e+03
1.589000000000000000e+03,6.149358860296920284e+03,4.505310839928567475e+03,1.617348246115960364e+03,2.888401260349569384e+03,1.643609353831391445e+03
1.590000000000000000e+03,6.153262646037606828e+03,4.508204689049095578e+03,1.618089879954406115e+03,2.890075487378852813e+03,1.645097278704348355e+03
1.591000000000000000e+03,6.157179516182284715e+03,4.511085831543570748e+03,1.618830136200111610e+03,2.891736975176806482e+03,1.646612404805366850e+03
1.592000000000000000e+03,6.161157613930662592e+03,4.514054711847294129e+03,1.619573982607350672e+03,2.893429626382704100e+03,1.648154004940609639e+03
1.593000000000000000e+03,6.165156021080390019e+03,4.517066569456986144e+03,1.620324832626495891e+03,2.895131729321511102e+03,1.649699459132383254e+03
1.594000000000000000e+03,6.169150856723609650e+03,4.520062973238770610e+03,1.621070688469181277e+03,2.896868306358543123e+03,1.651211861895884340e+03
1.595000000000000000e+03,6.173159481923005842e+03,4.523011405907031076e+03,1.621825695926911521e+03,2.898623955366727387e+03,1.652709830629367843e+03
1.596000000000000000e+03,6.177168400663476859e+03,4.525956562138973823e+03,1.622585022231760377e+03,2.900381728762287821e+03,1.654201649669429798e+03
1.597000000000000000e+03,6.181189887585218457e+03,4.528931563652276054e+03,1.623338894071004916e+03,2.902132212362635073e+03,1.655718781151578469e+03
1.598000000000000000e+03,6.185185647739024716e+03,4.531951815541304313e+03,1.624057853672185502e+03,2.903881294402731328e+03,1.657246499664108342e+03
1.599000000000000000e+03,6.189182262357748186e+03,4.534960022000698700e+03,1.624743225426755544e+03,2.905647934198607800e+03,1.658791102732386662e+03
1.600000000000000000e+03,6.193155877826512551e+03,4.537933812132761886e+03,1.625406718158099693e+03,2.907413624579784482e+03,1.660335535088627921e+03
1.601000000000000000e+03,6.197109019400481884e+03,4.540874125707053281e+03,1.626090833595473669e+03,2.909163093181273325e+03,1.661855092623734208e+03
1.602000000000000000e+03,6.201085818728084632e+03,4.543797244188084733e+03,1.626789224895402640e+03,2.910916630787754002e+03,1.663379963044927308e+03
1.603000000000000000e+03,6.205037568275650301e+03,4.546684225477923064e+03,1.627458076654396109e+03,2.912682824626918773e+03,1.664896666994334737e+03
1.604000000000000000e+03,6.208976753666311197e+03,4.549561630872293790e+03,1.628132687806360536e+03,2.914445820694530539e+03,1.666398245165419667e+03
1.605000000000000000e+03,6.212905764416659622e+03,4.552487990842709223e+03,1.628829766020788611e+03,2.916190044126418798e+03,1.667885954269452441e+03
1.606000000000000000e+03,6.216838003449360258e+03,4.555451028799188862e+03,1.629515144372700661e+03,2.917958802861915501e+03,1.669364056214745460e+03
1.607000000000000000e+03,6.220711119361965757e+03,4.558386675591819767e+03,1.630176295852314524e+03,2.919719883797868988e+03,1.670814939711783609e+03
1.608000000000000000e+03,6.224611931733271376e+03,4.561302566521037079e+03,1.630837529562075815e+03,2.921515599411916810e+03,1.672258802759277842e+03
1.609000000000000000e+03,6.228524341021287910e+03,4.564230783020367198e+03,1.631530989130762919e+03,2.923322261198983142e+03,1.673671090691541394e+03
1.610000000000000000e+03,6.232394695123812198e+03,4.567152172955166861e+03,1.632235375289505328e+03,2.925091483405828058e+03,1.675067836428479950e+03
1.611000000000000000e+03,6.236344219677454021e+03,4.570101262627876167e+03,1.632942150331802623e+03,2.926885991088978244e+03,1.676516078256673154e+03
1.612000000000000000e+03,6.240341748214532345e+03,4.573053768805448271e+03,1.633639502227867069e+03,2.928698983323071843e+03,1.678003262663593659e+03
1.613000000000000000e+03,6.244334669523709636e+03,4.576046996126215163e+03,1.634319075219979140e+03,2.930513216535296124e+03,1.679502377768434144e+03
1.614000000000000000e+03,6.248317872340887334e+03,4.579030043201971239e+03,1.634974907687336781e+03,2.932355867343130285e+03,1.680987097310420268e+03
1.615000000000000000e+03,6.252320254018392006e+03,4.582051076241019473e+03,1.635633187214515601e+03,2.934213854132917731e+03,1.682473212670957537e+03
1.616000000000000000e+03,6.256309363316519921e+03,4.585052196302567609e+03,1.636278228392156052e+03,2.936072903850989860e+03,1.683958231073374236e+03
1.617000000000000000e+03,6.260293986486025460e+03,4.588030637779721474e+03,1.636923399414268715e+03,2.937923942578610422e+03,1.685446644493145868e+03
1.618000000000000000e+03,6.264277717104268959e+03,4.590910274695546832e+03,1.637590033639505918e+03,2.939738145096147491e+03,1.686949538368614185e+03
1.619000000000000000e+03,6.268271363498339269e+03,4.593750680359275066e+03,1.638260619885435744e+03,2.941540662730571967e+03,1.688470080882331331e+03
1.620000000000000000e+03,6.272287293163843060e+03,4.596588456988560210e+03,1.638936650353247842e+03,2.943325829234298908e+03,1.690024813576297220e+03
1.621000000000000000e+03,6.276305333209114906e+03,4.599382552984021459e+03,1.639619409728301662e+03,2.945108726681212374e+03,1.691577196799601097e+03
1.622000000000000000e+03,6.280286405809059033e+03,4.602184974503380545e+03,1.640296143104157863e+03,2.946884362160385535e+03,1.693105900544516317e+03
1.623000000000000000e+03,6.284244395370303209e+03,4.605030769613525990e+03,1.640989423482577422e+03,2.948644768123391714e+03,1.694610203764335893e+03
1.624000000000000000e+03,6.288200285066081960e+03,4.607884838861989010e+03,1.641701913620930327e+03,2.950378674187345041e+03,1.696119697257807729e+03
1.625000000000000000e+03,6.292183248935893062e+03,4.610763024576032876e+03,1.642412182407710134e+03,2.952135026178720636e+03,1.697636040349461837e+03
1.626000000000000000e+03,6.296147759638766729e+03,4.613690162871439497e+03,1.643110211337756027e+03,2.953888060422405943e+03,1.699149487878604759e+03
1.627000000000000000e+03,6.300144648137909826e+03,4.616608432486620586e+03,1.643867960558672621e+03,2.955602900648974355e+03,1.700673786930262850e+03
1.628000000000000000e+03,6.304104228104831236e+03,4.619457245954560676e+03,1.644641698052424999e+03,2.957288719398734429e+03,1.702173810653672717e+03
1.629000000000000000e+03,6.308084982508202302e+03,4.622330586377789587e+03,1.645424924101914030e+03,2.958987995693977155e+03,1.703672062712310435e+03
1.630000000000000000e+03,6.312147151250323077e+03,4.625258860042964443e+03,1.646228337457823045e+03,2.960729659126724073e+03,1.705189154665775959e+03
1.631000000000000000e+03,6.316218840716625891e+03,4.628193349778920492e+03,1.647042637699520583e+03,2.962499783213778301e+03,1.706676419803326553e+03
1.632000000000000000e+03,6.320264959165770961e+03,4.631114335976700204e+03,1.647875575135867621e+03,2.964284654373563626e+03,1.708104729656340623e+03
1.633000000000000000e+03,6.324353217964713622e+03,4.634033114427858891e+03,1.648732700010090412e+03,2.966090006065669968e+03,1.709530511888953697e+03
1.634000000000000000e+03,6.328466727530425487e+03,4.636984852651566143e+03,1.649583287709864862e+03,2.967914050063595823e+03,1.710969389756966393e+03
1.635000000000000000e+03,6.332612603810874134e+03,4.639976698287573527e+03,1.650419191600528848e+03,2.969736573078021138e+03,1.712456839132325740e+03
1.636000000000000000e+03,6.336765777859684931e+03,4.643017965898742659e+03,1.651248645939608878e+03,2.971569368611342725e+03,1.713947763308732874e+03
1.637000000000000000e+03,6.340973649629314423e+03,4.646125743154646443e+03,1.652107606132778074e+03,2.973419746977652721e+03,1.715446296518884537e+03
1.638000000000000000e+03,6.345182252091226474e+03,4.649314494013340664e+03,1.652967870903052244e+03,2.975305383601806170e+03,1.716908997586368741e+03
1.639000000000000000e+03,6.349350697997087082e+03,4.652481989932697616e+03,1.653815200341049376e+03,2.977197597504363330e+03,1.718337900151673693e+03
1.640000000000000000e+03,6.353488907921675491e+03,4.655614884767029253e+03,1.654638017636723362e+03,2.979082401084346202e+03,1.719768489200607291e+03
1.641000000000000000e+03,6.357582300320720606e+03,4.658725729435905123e+03,1.655433796444759309e+03,2.980954757969117509e+03,1.721193745906844242e+03
1.642000000000000000e+03,6.361654976967916809e+03,4.661892370446658788e+03,1.656208963217339715e+03,2.982824736549605859e+03,1.722621277200972372e+03
1.643000000000000000e+03,6.365764684986943394e+03,4.665105267794072461e+03,1.656989983511818764e+03,2.984723350407686212e+03,1.724051351067436826e+03
1.644000000000000000e+03,6.369882528755002568e+03,4.668304504674500095e+03,1.657759942892070512e+03,2.986623184111153932e+03,1.725499401751777214e+03
1.645000000000000000e+03,6.374008347286243406e+03,4.671497400470655521e+03,1.658567756800663801e+03,2.988479994374299167e+03,1.726960596111279301e+03
1.646000000000000000e+03,6.378159204731263344e+03,4.674632131904270864e+03,1.659397335102100214e+03,2.990336847131474769e+03,1.728425022497686996e+03
1.647000000000000000e+03,6.382299271016403509e+03,4.677767192362985043e+03,1.660227063679879166e+03,2.992191172271733194e+03,1.729881035064791604e+03
1.648000000000000000e+03,6.386472306303484402e+03,4.680942138570506359e+03,1.661047260928877677e+03,2.994044409808013825e+03,1.731380635566593583e+03
1.649000000000000000e+03,6.390647871138992741e+03,4.684113561108019894e+03,1.661843281376367258e+03,2.995907664336551989e+03,1.732896925426073039e+03
1.650000000000000000e+03,6.394779411653716124e+03,4.687257437001854669e+03,1.662639419195983010e+03,2.997760183586417952e+03,1.734379808871314935e+03
1.651000000000000000e+03,6.398870987547355980e+03,4.690373464175033405e+03,1.663431136529501146e+03,2.999588609130475561e+03,1.735851241887377228e+03
1.652000000000000000e+03,6.403030212711448257e+03,4.693535366618688386e+03,1.664255741640934957e+03,3.001431826675272077e+03,1.737342644395240541e+03
1.653000000000000000e+03,6.407275210302997039e+03,4.696789430243985407e+03,1.665119442238910324e+03,3.003315134380122799e+03,1.738840633683964597e+03
1.654000000000000000e+03,6.411513850391737833e+03,4.700033253341091950e+03,1.666041938851271652e+03,3.005164274046087939e+03,1.740307637494378241e+03
1.655000000000000000e+03,6.415755249017068309e+03,4.703270440697843696e+03,1.666966362454333193e+03,3.007013519010960863e+03,1.741775367551772888e+03
1.656000000000000000e+03,6.420077474047238866e+03,4.706511187320485988e+03,1.667886945306064717e+03,3.008916605779404108e+03,1.743273922961768449e+03
1.657000000000000000e+03,6.424453607974047372e+03,4.709750401285455155e+03,1.668797008367240323e+03,3.010874015933288774e+03,1.744782583673518729e+03
1.658000000000000000e+03,6.428857747491618284e+03,4.712982778221888111e+03,1.669701379393341313e+03,3.012853649824390686e+03,1.746302718273886057e+03
1.659000000000000000e+03,6.433240607797721168e+03,4.716287819819925062e+03,1.670590797397267352e+03,3.014822096916282590e+03,1.747827713484171227e+03
1.660000000000000000e+03,6.437657756950008661e+03,4.719620209621720278e+03,1.671501716147249681e+03,3.016784736942873678e+03,1.749371303859884620e+03
1.661000000000000000e+03,6.442095107830367851e+03,4.722969796177285389e+03,1.672431164317740695e+03,3.018743034782475661e+03,1.750920908730152178e+03
1.662000000000000000e+03,6.446556129184265956e+03,4.726305281367908719e+03,1.673348549731792900e+03,3.020734966265699768e+03,1.752472613186773287e+03
1.663000000000000000e+03,6.451052335782354930e+03,4.729653308710274359e+03,1.674249971598548200e+03,3.022758061590451689e+03,1.754044302593355042e+03
